2016-11-13 10:09:08,017 [Worker-20] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:16,823 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-xjc:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:16,830 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-core:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:01:16,988 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java]].
2016-11-13 12:01:16,991 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Latest timestamp of the source resources is [2015-10-18 16:24:24.000], ealiest timestamp of the target resources is [2015-10-18 16:24:26.000].
2016-11-13 12:01:16,992 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:01:16,993 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:16,993 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:16,998 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:17,002 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,003 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:01:17,439 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:01:17,439 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:01:17,439 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:01:17,441 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,441 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:17,445 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:17,447 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,448 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:01:17,507 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,508 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:17,529 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,529 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingServiceClient\src\test\resources
2016-11-13 12:01:17,648 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,650 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:17,653 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:17,653 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingWebApp\src\test\resources
2016-11-13 12:01:19,109 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:19,111 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:19,118 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:19,119 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingService\src\test\resources
2016-11-13 12:01:19,263 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicInit:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicInit\pom.xml.
2016-11-13 12:01:19,296 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,381 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:19,387 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,389 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRepresentations:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,392 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,394 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,564 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,566 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,569 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRepresentations:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,571 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,573 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:19,825 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:19,825 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:19,831 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:19,832 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicInit\src\test\resources
2016-11-13 12:01:19,916 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicRepresentations:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\pom.xml.
2016-11-13 12:01:20,013 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:20,036 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,038 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,043 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,045 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,200 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,201 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,204 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,205 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,434 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java]].
2016-11-13 12:01:20,438 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Latest timestamp of the source resources is [2016-10-24 15:14:06.160], ealiest timestamp of the target resources is [2016-10-24 15:14:07.080].
2016-11-13 12:01:20,438 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:01:20,440 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:20,441 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:20,442 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:20,443 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:20,444 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:01:20,754 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,756 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,760 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,762 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,814 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,816 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,819 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,821 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicService:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:20,845 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:20,845 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-13 12:01:20,951 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:20,953 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:20,956 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:20,956 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchServiceClient\src\test\resources
2016-11-13 12:01:21,081 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,083 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:21,089 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,089 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchService\src\test\resources
2016-11-13 12:01:21,196 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,197 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:21,200 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,200 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchWebApp\src\test\resources
2016-11-13 12:01:21,652 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicService\pom.xml.
2016-11-13 12:01:21,676 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,707 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:21,710 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,714 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,861 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicServiceClient:jar:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,862 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,864 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:21,986 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,986 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:01:21,990 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:21,990 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicService\src\test\resources
2016-11-13 12:01:22,114 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicServiceClient:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\pom.xml.
2016-11-13 12:01:22,181 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicInit:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicInit\pom.xml.
2016-11-13 12:01:22,220 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicService\pom.xml.
2016-11-13 12:01:22,261 [Worker-58] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:01:22,298 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:22,302 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:22,465 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:22,468 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:22,713 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:22,713 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:22,714 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:22,715 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\src\test\resources
2016-11-13 12:01:22,923 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:22,926 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:23,008 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicSoapWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:23,012 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is missing, no dependency information available
2016-11-13 12:01:23,039 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:23,039 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-13 12:01:23,408 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:23,409 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:01:23,412 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:01:23,412 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\src\test\resources
2016-11-13 12:01:23,495 [Worker-59] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicRestWebService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicRestWebService\pom.xml.
